"Unidade Gestora / Conta Corrente";"Conta 721110101 (A)";"Contas 82114 (B)";"Contas 82115 (C)";"Diferença = (A) - (B) - (C) "
"   1.7.59.103.2.240031";330132,78;330132,78;0;0
"   1.7.59.103.2.240032";116669,94;116669,94;0;0
"   1.7.59.103.2.240033";216652,9;216652,9;0;0
"   1.7.59.103.2.240035";198628,19;198628,19;0;0
"   1.7.59.103.2.240036";176547,12;176547,12;0;0
"   1.7.59.103.2.240037";150000;150000;0;0
"   1.7.59.103.2.240039";214015,32;214015,32;0;0
"   1.7.59.103.2.240040";299320,8;299320,8;0;0
"   1.7.59.103.2.240042";232418,2;232418,2;0;0
"   1.7.59.103.2.240043";91030,5;91030,5;0;0
"   1.7.59.103.2.240044";399999,68;399999,68;0;0
"   1.7.59.103.2.240047";67500;67500;0;0
"   1.7.59.103.2.240048";136228,78;136228,78;0;0
"   1.7.59.103.2.240049";219999,8;219999,8;0;0
"   1.7.59.103.2.240051";69966,22;69966,22;0;0
"   1.7.59.103.2.240052";292400,4;292400,4;0;0
"   1.7.59.103.2.240053";300000;300000;0;0
"   1.7.59.103.2.240054";82076,01;82076,01;0;0
"   1.7.59.103.2.240055";37333,33;37333,33;0;0
"   1.7.59.103.2.240056";63701,56;63701,56;0;0
"   1.7.59.103.2.240057";45500;45500;0;0
"   1.7.59.103.2.240058";188723,46;188723,46;0;0
"   1.7.59.103.2.240059";400000;400000;0;0
"   1.7.59.103.2.240060";184000;184000;0;0
"   1.7.59.103.2.240061";180937,48;180937,48;0;0
"   1.7.59.103.2.240062";125360,13;125360,13;0;0
"   1.7.59.103.2.240063";209906,69;209906,69;0;0
"   1.7.59.103.2.240065";200000;200000;0;0
"   1.7.59.103.2.240066";183313,8;183313,8;0;0
"   1.7.59.103.2.240067";200000;200000;0;0
"   1.7.59.103.2.240068";90605,02;90605,02;0;0
"   1.7.59.103.2.240069";175000;175000;0;0
"   1.7.59.103.2.240070";200000;200000;0;0
"   1.7.59.103.2.240071";333150,36;333150,36;0;0
"   1.7.59.103.2.240072";83353,72;83353,72;0;0
"   1.7.59.103.2.240073";79240,35;79240,35;0;0
"   1.7.59.103.2.240074";131883,39;131883,39;0;0
"   1.7.59.103.2.240075";48648,65;48648,65;0;0
"   1.7.59.103.2.240076";72333,6;72333,6;0;0
"   1.7.59.103.2.240077";249153,55;249153,55;0;0
"   1.7.59.103.2.240078";225050,93;225050,93;0;0
"   1.7.59.103.2.240079";220277,1;220277,1;0;0
"   1.7.59.103.2.240080";135000;135000;0;0
"   1.7.59.103.2.240081";35000;35000;0;0
"   1.7.59.103.2.240082";149831,34;149831,34;0;0
"   1.7.59.103.2.240083";250000;250000;0;0
"   1.7.59.103.2.240086";299389,86;299389,86;0;0
"   1.7.59.103.2.240087";149483,43;149483,43;0;0
"   1.7.59.103.2.240088";289700,64;289700,64;0;0
"   1.7.59.103.2.240089";300000;300000;0;0
"   1.7.59.103.2.240090";150000;150000;0;0
"   1.7.59.103.2.240092";143333,28;143333,28;0;0
"   1.7.59.103.2.240099";85989,93;85989,93;0;0
"   1.7.59.103.2.240188";2800000;2800000;0;0
"   1.7.59.103.2.250004";5664180,48;5664180,48;0;0
"   1.7.59.150.0.000000";526222716,91;247786322,88;48307536,28;230128857,75
"   1.7.59.150.1.004792";0;39085466,65;0;-39085466,65
"   1.7.59.150.1.007526";0;139526570,41;0;-139526570,41
"   1.7.59.150.1.220015";0;2037071,03;0;-2037071,03
"   1.7.59.150.2.220015";69912,59;5672437;69912,59;-5672437
"   1.7.59.150.2.240119";0;1222197,74;0;-1222197,74
"   1.7.59.151.0.000000";3588826988,24;3209484529,36;64716109,29;314626349,59
"   1.7.59.151.1.007526";0;34834742,31;0;-34834742,31
"   1.7.59.151.1.047928";0;137365,21;0;-137365,21
"   1.7.59.151.2.006871";0;0;0;0
"   1.7.59.151.2.006876";0;0;0;0
"   1.7.59.151.2.007482";0;13578470,14;0;-13578470,14
"   1.7.59.151.2.007485";0;38382,96;0;-38382,96
"   1.7.59.151.2.240005";0;2700000;0;-2700000
"   1.7.59.151.2.250054";0;2700000;0;-2700000
"   1.7.59.152.0.000000";108121785,91;108121785,91;0;0
"   1.7.59.251.0.000000";35121211,03;0;11588650,43;23532560,6
"   1.7.60.232.0.000000";4733026,66;63,91;4709481,56;23481,19
"   1.7.61.100.0.000000";21296,97;0;0;21296,97
"   1.7.61.122.0.000000";15721669734,24;6877883356,53;4246326196,3;4597460181,41
"   1.7.61.122.1.007392";0;0;961660,44;-961660,44
"   1.7.61.122.1.007526";0;72506965,84;0;-72506965,84
"   1.7.61.122.1.047928";1841350;58596740;1841350;-58596740
"   1.7.61.122.1.990025";0;0;550;-550
"   1.7.61.122.2.003655";285;0;0;285
"   1.7.61.122.2.004489";34534,06;0;25922,15;8611,91
"   1.7.61.122.2.004490";393,44;0;0;393,44
"   1.7.61.122.2.004495";61249,18;0;0;61249,18
"   1.7.61.122.2.004496";33179,86;0;0;33179,86
"   1.7.61.122.2.004873";6579,19;0;0;6579,19
"   1.7.61.122.2.004925";474,97;0;0;474,97
"   1.7.61.122.2.004926";0;0;282,49;-282,49
"   1.7.61.122.2.005437";78390;0;0;78390
"   1.7.61.122.2.005676";359852,5;0;0;359852,5
"   1.7.61.122.2.005827";573264,14;0;573264,14;0
"   1.7.61.122.2.006057";70602,23;0;7528,33;63073,9
"   1.7.61.122.2.006303";51266,65;0;0;51266,65
"   1.7.61.122.2.006309";13118,52;0;0;13118,52
"   1.7.61.122.2.006478";11516,93;0;0;11516,93
"   1.7.61.122.2.006522";1887,64;0;0;1887,64
"   1.7.61.122.2.006969";0;0;32000;-32000
"   1.7.61.122.2.007025";9427,74;0;0;9427,74
"   1.7.61.122.2.007096";0;0;396000;-396000
"   1.7.61.122.2.007099";0;51450;0;-51450
"   1.7.61.122.2.007109";0;0;26088,75;-26088,75
"   1.7.61.122.2.007111";0;0;119530,08;-119530,08
"   1.7.61.122.2.007114";0;0;47999,88;-47999,88
"   1.7.61.122.2.007118";0;0;85562,5;-85562,5
"   1.7.61.122.2.007120";0;0;48000;-48000
"   1.7.61.122.2.007121";14489,18;0;0;14489,18
"   1.7.61.122.2.007123";0;0;56307,54;-56307,54
"   1.7.61.122.2.007125";0;0;31200;-31200
"   1.7.61.122.2.007128";0;0;33000;-33000
"   1.7.61.122.2.007133";0;0;76143,09;-76143,09
"   1.7.61.122.2.007134";0;0;111071,75;-111071,75
"   1.7.61.122.2.007137";0;0;52956;-52956
"   1.7.61.122.2.007143";0;0;33182,47;-33182,47
"   1.7.61.122.2.007152";0;0;197038,14;-197038,14
"   1.7.61.122.2.007156";0;0;43186,5;-43186,5
"   1.7.61.122.2.007164";0;0;59998,71;-59998,71
"   1.7.61.122.2.007166";0;0;50619,34;-50619,34
"   1.7.61.122.2.007179";0;0;96000;-96000
"   1.7.61.122.2.007193";0;0;575550,39;-575550,39
"   1.7.61.122.2.007200";0;0;80608,29;-80608,29
"   1.7.61.122.2.007201";0;0;139073,58;-139073,58
"   1.7.61.122.2.007206";0;0;399547,44;-399547,44
"   1.7.61.122.2.007207";60216,78;0;0;60216,78
"   1.7.61.122.2.007211";28990,73;0;0;28990,73
"   1.7.61.122.2.007215";0;0;46734;-46734
"   1.7.61.122.2.007216";0;0;82092,48;-82092,48
"   1.7.61.122.2.007224";0;0;65035,44;-65035,44
"   1.7.61.122.2.007225";0;0;242814;-242814
"   1.7.61.122.2.007235";0;0;23040;-23040
"   1.7.61.122.2.007241";0;0;35745,99;-35745,99
"   1.7.61.122.2.007268";95818,99;0;0;95818,99
"   1.7.61.122.2.007270";0;0;60000;-60000
"   1.7.61.122.2.007271";0;0;103937,25;-103937,25
"   1.7.61.122.2.007273";0;0;562809,16;-562809,16
"   1.7.61.122.2.007283";0;0;106046,25;-106046,25
"   1.7.61.122.2.007284";99351,2;0;0;99351,2
"   1.7.61.122.2.007289";48049,26;1001215926,16;1503809232,43;-2504977109,33
"   1.7.61.122.2.007314";11022;0;0;11022
"   1.7.61.122.2.007317";95625;0;0;95625
"   1.7.61.122.2.007330";0;0;34371,06;-34371,06
"   1.7.61.122.2.007392";0;0;1822527,88;-1822527,88
"   1.7.61.122.2.007393";280268,85;0;0;280268,85
"   1.7.61.122.2.007399";38837,71;0;38837,71;0
"   1.7.61.122.2.007418";0;0;55302,21;-55302,21
"   1.7.61.122.2.007424";0;0;210937,5;-210937,5
"   1.7.61.122.2.007425";0;0;118002;-118002
"   1.7.61.122.2.007617";0;0;861707,52;-861707,52
"   1.7.61.122.2.007622";0;0;89257,36;-89257,36
"   1.7.61.122.2.007629";0;0;331238,5;-331238,5
"   1.7.61.122.2.007634";0;0;71960;-71960
"   1.7.61.122.2.007760";0;0;150796,37;-150796,37
"   1.7.61.122.2.007809";0;0;63116,82;-63116,82
"   1.7.61.122.2.007830";0;0;430787,52;-430787,52
"   1.7.61.122.2.007838";0;0;119964,47;-119964,47
"   1.7.61.122.2.007902";41125,94;0;41125,94;0
"   1.7.61.122.2.160061";0;0;144363,44;-144363,44
"   1.7.61.122.2.160062";0;0;417860,67;-417860,67
"   1.7.61.122.2.160063";0;242203,98;0;-242203,98
"   1.7.61.122.2.160065";0;36000;20000;-56000
"   1.7.61.122.2.160068";0;66604,16;25901,61;-92505,77
"   1.7.61.122.2.160069";0;72023,13;40012,4;-112035,53
"   1.7.61.122.2.160071";0;182124,4;113734,24;-295858,64
"   1.7.61.122.2.160072";0;0;199299,31;-199299,31
"   1.7.61.122.2.160073";0;415159,01;69729,47;-484888,48
"   1.7.61.122.2.160074";0;75000;150000;-225000
"   1.7.61.122.2.160079";0;269522,29;296603,47;-566125,76
"   1.7.61.122.2.160083";0;133803,94;57193,58;-190997,52
"   1.7.61.122.2.160086";0;292798,17;0;-292798,17
"   1.7.61.122.2.160087";0;160720,01;0;-160720,01
"   1.7.61.122.2.160088";0;270117,33;285230;-555347,33
"   1.7.61.122.2.160089";0;0;63564,03;-63564,03
"   1.7.61.122.2.160091";0;52500;134941,85;-187441,85
"   1.7.61.122.2.160093";0;67478,46;112464,15;-179942,61
"   1.7.61.122.2.160095";0;299675,19;65718,24;-365393,43
"   1.7.61.122.2.160097";0;84404,07;389557,28;-473961,35
"   1.7.61.122.2.160098";0;293333,34;211166,64;-504499,98
"   1.7.61.122.2.160099";0;323132,52;0;-323132,52
"   1.7.61.122.2.160100";0;22062,2;0;-22062,2
"   1.7.61.122.2.160101";0;121349,88;66653,13;-188003,01
"   1.7.61.122.2.160104";0;84812,38;0;-84812,38
"   1.7.61.122.2.160106";0;120000;195541,64;-315541,64
"   1.7.61.122.2.160107";0;56914,47;92327,91;-149242,38
"   1.7.61.122.2.160108";0;49301,28;32867,52;-82168,8
"   1.7.61.122.2.160109";0;268468,56;40000;-308468,56
"   1.7.61.122.2.160112";0;386780,4;0;-386780,4
"   1.7.61.122.2.160113";0;150000;198833,32;-348833,32
"   1.7.61.122.2.160114";0;370543,15;0;-370543,15
"   1.7.61.122.2.160115";0;181612,83;0;-181612,83
"   1.7.61.122.2.160116";0;842788,43;0;-842788,43
"   1.7.61.122.2.160117";0;0;144077,3;-144077,3
"   1.7.61.122.2.160123";0;216696,99;221210,46;-437907,45
"   1.7.61.122.2.160124";0;54000;68806,45;-122806,45
"   1.7.61.122.2.160126";0;288000;192000;-480000
"   1.7.61.122.2.160127";0;86899,88;337000;-423899,88
"   1.7.61.122.2.160130";0;29754,33;0;-29754,33
"   1.7.61.122.2.160132";0;0;149819,1;-149819,1
"   1.7.61.122.2.160135";0;276971,96;89730,96;-366702,92
"   1.7.61.122.2.160137";0;114321,19;113177,5;-227498,69
"   1.7.61.122.2.160138";0;223005,09;51844,15;-274849,24
"   1.7.61.122.2.160139";0;362497,19;0;-362497,19
"   1.7.61.122.2.160141";0;71553,18;0;-71553,18
"   1.7.61.122.2.160142";0;64987,8;237000;-301987,8
"   1.7.61.122.2.160144";0;96064,24;0;-96064,24
"   1.7.61.122.2.160145";0;213166,03;183626,17;-396792,2
"   1.7.61.122.2.160146";0;44850;28405,06;-73255,06
"   1.7.61.122.2.160147";0;166666,68;146666,67;-313333,35
"   1.7.61.122.2.160148";0;201411,46;43785,1;-245196,56
"   1.7.61.122.2.160149";0;121275,87;46644,45;-167920,32
"   1.7.61.122.2.160150";0;40824,15;23432,91;-64257,06
"   1.7.61.122.2.160151";0;91335,72;49996,57;-141332,29
"   1.7.61.122.2.160152";0;357487,59;360623,42;-718111,01
"   1.7.61.122.2.160153";0;985192,79;0;-985192,79
"   1.7.61.122.2.160155";0;74552,94;228014,73;-302567,67
"   1.7.61.122.2.160156";0;120000;0;-120000
"   1.7.61.122.2.160157";0;117842,81;27871,15;-145713,96
"   1.7.61.122.2.160158";0;73566,44;125300,64;-198867,08
"   1.7.61.122.2.160160";0;80861;90937,78;-171798,78
"   1.7.61.122.2.160162";0;591809,97;0;-591809,97
"   1.7.61.122.2.160163";0;276799,68;0;-276799,68
"   1.7.61.122.2.160164";0;373335,86;0;-373335,86
"   1.7.61.122.2.160166";0;77993,67;0;-77993,67
"   1.7.61.122.2.160172";0;150660,51;57453,68;-208114,19
"   1.7.61.122.2.160179";0;0;114478;-114478
"   1.7.61.122.2.160192";0;64827,48;172335,69;-237163,17
"   1.7.61.122.2.160196";0;184330,51;0;-184330,51
"   1.7.61.122.2.160205";0;25000;154085,44;-179085,44
"   1.7.61.122.2.160210";0;0;797469,4;-797469,4
"   1.7.61.122.2.160225";0;0;1170494,14;-1170494,14
"   1.7.61.122.2.180009";0;0;982990,65;-982990,65
"   1.7.61.122.2.180022";131562,5;0;131562,5;0
"   1.7.61.122.2.180034";0;0;6322981,68;-6322981,68
"   1.7.61.122.2.180045";0;0;2061276,24;-2061276,24
"   1.7.61.122.2.190014";0;0;120032,04;-120032,04
"   1.7.61.122.2.190040";0;0;2371789,1;-2371789,1
"   1.7.61.122.2.190041";0;0;464250;-464250
"   1.7.61.122.2.200017";0;0;190937,39;-190937,39
"   1.7.61.122.2.200018";0;0;403293,06;-403293,06
"   1.7.61.122.2.200023";0;25926351,83;0;-25926351,83
"   1.7.61.122.2.200040";0;0;1012589,95;-1012589,95
"   1.7.61.122.2.200041";0;0;242607,87;-242607,87
"   1.7.61.122.2.200042";0;2862922,36;481751,01;-3344673,37
"   1.7.61.122.2.200043";0;0;143238,24;-143238,24
"   1.7.61.122.2.200046";0;26046692,34;3819844,91;-29866537,25
"   1.7.61.122.2.200047";423482,55;0;1665411,55;-1241929
"   1.7.61.122.2.210051";0;0;226157,26;-226157,26
"   1.7.61.122.2.210090";22857,42;0;372715,1;-349857,68
"   1.7.61.122.2.210151";0;9461011,16;0;-9461011,16
"   1.7.61.122.2.210152";0;1079528,93;0;-1079528,93
"   1.7.61.122.2.210153";0;646418,91;0;-646418,91
"   1.7.61.122.2.210166";0;372224,69;0;-372224,69
"   1.7.61.122.2.210171";0;474538,19;0;-474538,19
"   1.7.61.122.2.210173";543058,25;0;0;543058,25
"   1.7.61.122.2.220002";24795,11;549726,82;24795,11;-549726,82
"   1.7.61.122.2.220005";56935,24;0;56935,24;0
"   1.7.61.122.2.220036";0;539538,03;0;-539538,03
"   1.7.61.122.2.220037";0;2430688,72;0;-2430688,72
"   1.7.61.122.2.220039";0;433077,59;0;-433077,59
"   1.7.61.122.2.220040";0;2421568,26;0;-2421568,26
"   1.7.61.122.2.220048";0;287999,88;0;-287999,88
"   1.7.61.122.2.220051";0;646454,41;0;-646454,41
"   1.7.61.122.2.220052";0;216000;0;-216000
"   1.7.61.122.2.220098";0;353782,5;0;-353782,5
"   1.7.61.122.2.230003";46525,3;745913,47;46525,3;-745913,47
"   1.7.61.122.2.230064";7214,41;509293,05;7214,41;-509293,05
"   1.7.61.122.2.230067";41572,75;865481,72;41572,75;-865481,72
"   1.7.61.122.2.230069";0;11730466,3;0;-11730466,3
"   1.7.61.122.2.230070";0;2015998,36;0;-2015998,36
"   1.7.61.122.2.230071";0;2015998,36;0;-2015998,36
"   1.7.61.122.2.230072";0;1582490,82;0;-1582490,82
"   1.7.61.122.2.230073";0;1205963,51;0;-1205963,51
"   1.7.61.122.2.230074";0;969252,17;0;-969252,17
"   1.7.61.122.2.230075";0;472289,46;0;-472289,46
"   1.7.61.122.2.230076";0;960379,47;0;-960379,47
"   1.7.61.122.2.230077";0;1205963,51;0;-1205963,51
"   1.7.61.122.2.230078";0;2015998,36;0;-2015998,36
"   1.7.61.122.2.230085";65283,46;546482,7;65283,46;-546482,7
"   1.7.61.122.2.230096";54061,45;500169,25;54061,45;-500169,25
"   1.7.61.122.2.230099";0;17621801,17;0;-17621801,17
"   1.7.61.122.2.230102";0;8293658,3;0;-8293658,3
"   1.7.61.122.2.240013";0;11688970,74;0;-11688970,74
"   1.7.61.122.2.240014";0;241044,9;0;-241044,9
"   1.7.61.122.2.240015";0;300000;0;-300000
"   1.7.61.122.2.240016";0;449178,84;0;-449178,84
"   1.7.61.122.2.240017";0;299997,3;0;-299997,3
"   1.7.61.122.2.240018";0;300000;0;-300000
"   1.7.61.122.2.240019";0;393363;0;-393363
"   1.7.61.122.2.240020";0;313768,8;0;-313768,8
"   1.7.61.122.2.240021";0;219000;0;-219000
"   1.7.61.122.2.240023";0;149932,86;0;-149932,86
"   1.7.61.122.2.240024";0;300000;0;-300000
"   1.7.61.122.2.240025";0;240569,82;0;-240569,82
"   1.7.61.122.2.240026";0;450000;0;-450000
"   1.7.61.122.2.240027";0;425844,54;0;-425844,54
"   1.7.61.122.2.240028";0;123738,63;0;-123738,63
"   1.7.61.122.2.240029";0;248797,74;0;-248797,74
"   1.7.61.122.2.240030";0;149697,45;0;-149697,45
"   1.7.61.122.2.240031";0;139595,03;0;-139595,03
"   1.7.61.122.2.240032";0;150000;0;-150000
"   1.7.61.122.2.240033";0;299980,92;0;-299980,92
"   1.7.61.122.2.240035";0;269670,72;0;-269670,72
"   1.7.61.122.2.240036";0;176547,12;0;-176547,12
"   1.7.61.122.2.240037";0;450000;0;-450000
"   1.7.61.122.2.240039";0;296328,9;0;-296328,9
"   1.7.61.122.2.240040";0;49886,8;0;-49886,8
"   1.7.61.122.2.240042";0;99607,8;0;-99607,8
"   1.7.61.122.2.240043";0;140233,04;0;-140233,04
"   1.7.61.122.2.240044";0;149999,88;0;-149999,88
"   1.7.61.122.2.240045";2108968,87;520967;0;1588001,87
"   1.7.61.122.2.240047";0;157500;0;-157500
"   1.7.61.122.2.240048";0;188624,46;0;-188624,46
"   1.7.61.122.2.240049";0;90000;0;-90000
"   1.7.61.122.2.240051";0;449782,83;0;-449782,83
"   1.7.61.122.2.240052";0;292400,4;0;-292400,4
"   1.7.61.122.2.240053";0;300000;0;-300000
"   1.7.61.122.2.240054";0;200630,25;0;-200630,25
"   1.7.61.122.2.240056";0;93985,92;0;-93985,92
"   1.7.61.122.2.240057";0;315000;0;-315000
"   1.7.61.122.2.240058";0;280745,64;0;-280745,64
"   1.7.61.122.2.240059";0;150000;0;-150000
"   1.7.61.122.2.240060";0;276000;0;-276000
"   1.7.61.122.2.240061";0;296630,59;0;-296630,59
"   1.7.61.122.2.240062";0;173575,56;0;-173575,56
"   1.7.61.122.2.240063";0;89960,01;0;-89960,01
"   1.7.61.122.2.240065";0;300000;0;-300000
"   1.7.61.122.2.240066";0;282020,76;0;-282020,76
"   1.7.61.122.2.240067";0;150000;0;-150000
"   1.7.61.122.2.240068";0;144326,58;0;-144326,58
"   1.7.61.122.2.240070";0;300000;0;-300000
"   1.7.61.122.2.240072";0;137648,34;0;-137648,34
"   1.7.61.122.2.240073";0;122181,88;0;-122181,88
"   1.7.61.122.2.240074";0;395650,17;0;-395650,17
"   1.7.61.122.2.240075";0;291891,9;0;-291891,9
"   1.7.61.122.2.240076";0;163599,17;0;-163599,17
"   1.7.61.122.2.240077";0;298984,26;0;-298984,26
"   1.7.61.122.2.240078";0;101272,92;0;-101272,92
"   1.7.61.122.2.240079";0;73425,7;0;-73425,7
"   1.7.61.122.2.240080";0;405000;0;-405000
"   1.7.61.122.2.240081";0;315000;0;-315000
"   1.7.61.122.2.240083";0;300000;0;-300000
"   1.7.61.122.2.240084";0;97297,28;0;-97297,28
"   1.7.61.122.2.240086";0;149694,93;0;-149694,93
"   1.7.61.122.2.240087";0;298966,86;0;-298966,86
"   1.7.61.122.2.240088";0;241417,2;0;-241417,2
"   1.7.61.122.2.240089";0;200000;0;-200000
"   1.7.61.122.2.240090";0;300000;0;-300000
"   1.7.61.122.2.240091";0;360000;0;-360000
"   1.7.61.122.2.240092";0;300000;0;-300000
"   1.7.61.122.2.240099";0;210197,6;0;-210197,6
"   1.7.61.122.2.240100";0;2196399,41;0;-2196399,41
"   1.7.61.122.2.240101";0;400000;0;-400000
"   1.7.61.122.2.240152";0;5690971,12;0;-5690971,12
"   1.7.61.122.2.240174";0;358659;0;-358659
"   1.7.61.122.2.240187";0;12700000;0;-12700000
"   1.7.61.122.2.240188";0;1661230,45;0;-1661230,45
"   1.7.61.122.2.240204";0;0;0;0
"   1.7.61.122.2.240205";0;0;0;0
"   1.7.61.122.2.240206";0;0;0;0
"   1.7.61.122.2.240217";0;302698,44;0;-302698,44
"   1.7.61.122.2.240219";0;299868,06;0;-299868,06
"   1.7.61.122.2.240220";0;66212,16;0;-66212,16
"   1.7.61.122.2.240221";0;427012,58;0;-427012,58
"   1.7.61.122.2.240222";0;300000;0;-300000
"   1.7.61.122.2.240223";0;300000;0;-300000
"   1.7.61.122.2.240224";0;283896,36;0;-283896,36
"   1.7.61.122.2.240225";0;450000;0;-450000
"   1.7.61.122.2.240226";0;300000;0;-300000
"   1.7.61.122.2.240227";0;298966,86;0;-298966,86
"   1.7.61.122.2.240228";0;180000;0;-180000
"   1.7.61.122.2.240229";0;300000;0;-300000
"   1.7.61.122.2.240230";0;300000;0;-300000
"   1.7.61.122.2.240231";0;149998,65;0;-149998,65
"   1.7.61.122.2.240232";0;315000;0;-315000
"   1.7.61.122.2.240233";0;269670,72;0;-269670,72
"   1.7.61.122.2.240234";0;299865,72;0;-299865,72
"   1.7.61.122.2.240235";0;72333,6;0;-72333,6
"   1.7.61.122.2.240236";0;228365,93;0;-228365,93
"   1.7.61.122.2.240237";0;450000;0;-450000
"   1.7.61.122.2.240238";0;176547,12;0;-176547,12
"   1.7.61.122.2.240239";0;240569,82;0;-240569,82
"   1.7.61.122.2.240240";0;148108,86;0;-148108,86
"   1.7.61.122.2.240241";0;296328,9;0;-296328,9
"   1.7.61.122.2.240242";0;299394,9;0;-299394,9
"   1.7.61.122.2.240243";0;173575,56;0;-173575,56
"   1.7.61.122.2.240244";0;300000;0;-300000
"   1.7.61.122.2.240245";0;300000;0;-300000
"   1.7.61.122.2.240246";0;299999,76;0;-299999,76
"   1.7.61.122.2.240247";0;282020,76;0;-282020,76
"   1.7.61.122.2.240248";0;393363;0;-393363
"   1.7.61.122.2.240249";0;248797,74;0;-248797,74
"   1.7.61.122.2.240250";0;135000;0;-135000
"   1.7.61.122.2.240251";0;270000;0;-270000
"   1.7.61.122.2.240252";0;179920,02;0;-179920,02
"   1.7.61.122.2.240253";0;199215,6;0;-199215,6
"   1.7.61.122.2.240254";0;111406,68;0;-111406,68
"   1.7.61.122.2.240255";0;270000;0;-270000
"   1.7.61.122.2.240256";0;98696,88;0;-98696,88
"   1.7.61.122.2.240257";0;150000;0;-150000
"   1.7.61.122.2.240258";0;298941,9;0;-298941,9
"   1.7.61.122.2.240259";0;300000;0;-300000
"   1.7.61.122.2.240260";0;137648,34;0;-137648,34
"   1.7.61.122.2.240261";0;300000;0;-300000
"   1.7.61.122.2.240262";0;449782,83;0;-449782,83
"   1.7.61.122.2.240263";0;137207,42;0;-137207,42
"   1.7.61.122.2.240264";0;299980,92;0;-299980,92
"   1.7.61.122.2.240265";0;299389,86;0;-299389,86
"   1.7.61.122.2.240266";0;150000;0;-150000
"   1.7.61.122.2.240267";0;75000;0;-75000
"   1.7.61.122.2.240268";0;164152,02;0;-164152,02
"   1.7.61.122.2.240270";0;282936,69;0;-282936,69
"   1.7.61.122.2.240271";0;292400,4;0;-292400,4
"   1.7.61.122.2.240272";0;300000;0;-300000
"   1.7.61.122.2.240273";0;299452,56;0;-299452,56
"   1.7.61.122.2.240274";0;300000;0;-300000
"   1.7.61.122.2.240275";0;361567,35;0;-361567,35
"   1.7.61.122.2.240276";0;298984,26;0;-298984,26
"   1.7.61.122.2.240277";0;202545,84;0;-202545,84
"   1.7.61.122.2.240278";0;120000;0;-120000
"   1.7.61.122.2.240280";0;300000;0;-300000
"   1.7.61.122.2.240281";0;104589,6;0;-104589,6
"   1.7.61.122.2.240282";0;131883,39;0;-131883,39
"   1.7.61.122.2.240283";0;138000;0;-138000
"   1.7.61.122.2.240284";0;74915,67;0;-74915,67
"   1.7.61.122.2.240286";0;149660,4;0;-149660,4
"   1.7.61.122.2.240287";0;105000;0;-105000
"   1.7.61.122.2.240290";0;150000;0;-150000
"   1.7.61.122.2.250005";0;389136;0;-389136
"   1.7.61.122.2.250025";0;6000000;0;-6000000
"   1.7.61.122.2.250045";0;4839556,97;0;-4839556,97
"   1.7.61.122.2.250068";0;960096,49;0;-960096,49
"   1.7.99.140.0.000000";30764,17;0;0;30764,17
"   1.7.99.240.0.000000";2327268,91;0;352016,93;1975251,98
"   1.7.99.297.0.000000";43257057,82;0;921829,05;42335228,77
"   1.7.99.297.1.000006";79370,93;0;0;79370,93
"   1.7.99.297.1.000008";6603989,12;0;0;6603989,12
"   1.7.99.297.1.000009";6942795,35;0;0;6942795,35
"   1.7.99.297.1.000012";2782076,59;0;0;2782076,59
"   1.7.99.297.1.000013";14510562,1;0;0;14510562,1
"   1.7.99.297.2.007343";200000;0;0;200000
"   1.8.00.234.0.000000";1642924,09;484128,61;1158795,48;0
"   1.8.01.231.0.000000";99002169,42;35979296,35;61515671,37;1507201,7
"   1.8.61.081.0.000000";0;0;0;0
"   1.8.61.081.1.000151";8575781924,8;1268532996,75;0;7307248928,05
"   1.8.62.081.0.000000";4344816312,22;3548686627,72;636938263,87;159191420,63
"   1.8.62.081.1.000001";1614224,64;0;1535639,48;78585,16
"   1.8.62.081.1.000025";2476253346,22;2396089066,39;0;80164279,83
"   1.8.62.081.1.000026";6714,69;0;0;6714,69
"   1.8.62.081.1.000027";1632,05;0;0;1632,05
"   1.8.62.081.1.000029";1678,69;0;0;1678,69
"   1.8.62.081.1.000030";5155,47;0;0;5155,47
"   1.8.62.081.1.000031";1617,11;0;0;1617,11
"   1.8.62.081.1.000032";13491,55;0;0;13491,55
"   1.8.62.081.1.000033";9945,93;0;0;9945,93
"   1.8.62.081.1.000044";14799067,6;14799067,6;0;0
"   1.8.62.081.1.000151";279708773,87;0;0;279708773,87
"   1.8.62.081.1.999999";66033960,54;502672674,47;0;-436638713,93
"   1.8.62.081.3.211032";13316;0;0;13316
"   1.8.69.188.0.000000";139578762,61;92373539,14;0;47205223,47
"   1.8.69.188.1.000004";18447617,5;18447617,5;0;0
"   1.8.69.188.1.000005";186339,57;186339,57;0;0
"   1.8.69.188.1.000026";6037362513,97;6025527837,15;0;11834676,82
"   1.8.69.188.1.000027";1509340565,14;1506381717,79;0;2958847,35
"   1.8.69.188.1.000029";1509340387,48;1506381717,83;0;2958669,65
"   1.8.69.188.1.000030";19876239827,63;19669461561,96;0;206778265,67
"   1.8.69.188.1.000031";6591549499,77;6556483248,13;0;35066251,64
"   1.8.69.188.1.000032";890697517,31;889804916,93;0;892600,38
"   1.8.69.188.1.000033";26366485202,08;26254917865,47;0;111567336,61
"   1.8.69.188.1.000034";3458236590,44;3437542538,05;0;20694052,39
"   1.8.69.188.1.000035";546344999,97;546344999,97;0;0
"   1.8.69.188.1.000036";182114999,98;182114999,98;0;0
